iters cors rmsds mean_rmsd id status
1 1000 0.619047619047619 0 0.955 1ZC5 TRUE
2 2000 0.676190476190476 0 0.955 1ZC5 TRUE
3 3000 0.504761904761905 0 0.955 1ZC5 TRUE
4 4000 0.657142857142857 0 0.955 1ZC5 TRUE
5 5000 0.485714285714286 0 2.209 1ZC5 TRUE
6 6000 0.542857142857143 0 0.955 1ZC5 TRUE
7 7000 0.676190476190476 0 0.955 1ZC5 TRUE
8 8000 0.542857142857143 0 0.955 1ZC5 TRUE
9 9000 0.504761904761905 0 0.955 1ZC5 TRUE
10 10000 0.504761904761905 0 0.955 1ZC5 TRUE
11 1000 0.252747252747253 2.589 4.92466666666667 2LUN TRUE
12 2000 0.208791208791209 8.677 6.369 2LUN FALSE
13 3000 0.230769230769231 8.677 6.369 2LUN FALSE
14 4000 0.230769230769231 8.677 6.369 2LUN FALSE
15 5000 0.230769230769231 8.677 6.369 2LUN FALSE
16 6000 0.208791208791209 8.677 6.369 2LUN FALSE
17 7000 0.208791208791209 8.677 6.369 2LUN FALSE
18 8000 0.208791208791209 8.677 6.369 2LUN FALSE
19 9000 0.274725274725275 2.589 6.369 2LUN TRUE
20 10000 0.230769230769231 8.677 6.369 2LUN FALSE
21 1000 0.333333333333333 1.444 0.963 2M4W TRUE
22 2000 0.358974358974359 1.444 0.963 2M4W TRUE
23 3000 0.333333333333333 1.444 0.963 2M4W TRUE
24 4000 0.307692307692308 1.444 0.963 2M4W TRUE
25 5000 0.333333333333333 1.444 0.963 2M4W TRUE
26 6000 0.333333333333333 1.444 0.963 2M4W TRUE
27 7000 0.358974358974359 1.444 0.963 2M4W TRUE
28 8000 0.333333333333333 1.444 0.963 2M4W TRUE
29 9000 0.358974358974359 1.444 0.963 2M4W TRUE
30 10000 0.333333333333333 1.444 0.963 2M4W TRUE
31 1000 0.032967032967033 7.108 4.424 2MNC FALSE
32 2000 0.032967032967033 7.108 3.38466666666667 2MNC FALSE
33 3000 0.120879120879121 0 2.878 2MNC TRUE
34 4000 0.0549450549450549 0 4.424 2MNC TRUE
35 5000 0.0549450549450549 7.108 4.424 2MNC FALSE
36 6000 0.0549450549450549 7.108 4.424 2MNC FALSE
37 7000 -0.032967032967033 7.108 4.424 2MNC FALSE
38 8000 -0.032967032967033 7.108 4.424 2MNC FALSE
39 9000 0.010989010989011 7.108 4.424 2MNC FALSE
40 10000 0.010989010989011 7.108 4.424 2MNC FALSE
41 1000 -0.0666666666666667 7.059 6.08966666666667 2N6T FALSE
42 2000 -0.00952380952380952 6.16 7.10233333333333 2N6T FALSE
43 3000 0.0666666666666667 6.16 7.10233333333333 2N6T FALSE
44 4000 0.0476190476190476 6.16 7.10233333333333 2N6T FALSE
45 5000 0.0476190476190476 7.059 7.10233333333333 2N6T FALSE
46 6000 0.0285714285714286 7.059 7.10233333333333 2N6T FALSE
47 7000 0.0476190476190476 6.16 7.10233333333333 2N6T FALSE
48 8000 0.142857142857143 6.16 5.79 2N6T FALSE
49 9000 0.0857142857142857 6.16 7.10233333333333 2N6T FALSE
50 10000 0.219047619047619 6.16 5.447 2N6T FALSE
51 1000 0.180952380952381 6.225 3.52766666666667 2M5U FALSE
52 2000 0.390476190476191 4.358 4.14933333333333 2M5U FALSE
53 3000 0.333333333333333 4.358 3.11166666666667 2M5U FALSE
54 4000 0.333333333333333 3.734 2.69733333333333 2M5U FALSE
55 5000 0.2 3.734 4.97866666666667 2M5U FALSE
56 6000 0.0857142857142857 6.225 5.18666666666667 2M5U FALSE
57 7000 0.123809523809524 6.225 4.97866666666667 2M5U FALSE
58 8000 0.0666666666666667 4.358 4.35633333333333 2M5U FALSE
59 9000 0.161904761904762 4.977 3.73333333333333 2M5U FALSE
60 10000 0.219047619047619 0.647 3.53533333333333 2M5U TRUE
61 1000 0.580952380952381 5.839 3.60266666666667 2MXL FALSE
62 2000 0.542857142857143 5.839 2.59466666666667 2MXL FALSE
63 3000 0.447619047619048 0 3.35866666666667 2MXL TRUE
64 4000 0.657142857142857 0 2.95433333333333 2MXL TRUE
65 5000 0.561904761904762 1.945 2.01533333333333 2MXL TRUE
66 6000 0.657142857142857 0 1.65633333333333 2MXL TRUE
67 7000 0.542857142857143 0 1.65633333333333 2MXL TRUE
68 8000 0.676190476190476 3.024 1.65633333333333 2MXL FALSE
69 9000 0.657142857142857 1.945 1.65633333333333 2MXL TRUE
70 10000 0.619047619047619 4.237 2.06066666666667 2MXL FALSE
71 1000 0.257142857142857 2.836 4.35966666666667 2N6W TRUE
72 2000 0.219047619047619 2.836 4.35966666666667 2N6W TRUE
73 3000 0.238095238095238 2.836 5.98633333333333 2N6W TRUE
74 4000 0.276190476190476 2.836 5.98633333333333 2N6W TRUE
75 5000 0.180952380952381 2.836 5.98633333333333 2N6W TRUE
76 6000 0.219047619047619 2.836 5.98633333333333 2N6W TRUE
77 7000 0.219047619047619 2.836 5.98633333333333 2N6W TRUE
78 8000 0.257142857142857 2.836 5.98633333333333 2N6W TRUE
79 9000 0.276190476190476 2.836 5.98633333333333 2N6W TRUE
80 10000 0.238095238095238 2.836 4.35966666666667 2N6W TRUE
81 1000 0.340659340659341 0 3.60266666666667 2NCI TRUE
82 2000 0.362637362637363 0 2.52966666666667 2NCI TRUE
83 3000 0.340659340659341 0 0.893 2NCI TRUE
84 4000 0.164835164835165 0 4.426 2NCI TRUE
85 5000 0.274725274725275 0 2.26866666666667 2NCI TRUE
86 6000 0.274725274725275 0 2.02033333333333 2NCI TRUE
87 7000 0.450549450549451 0 0.893 2NCI TRUE
88 8000 0.340659340659341 0 2.02033333333333 2NCI TRUE
89 9000 0.362637362637363 0 2.02033333333333 2NCI TRUE
90 10000 0.340659340659341 0 5.00966666666667 2NCI TRUE
91 1000 0.638095238095238 0 1.91133333333333 1UUU TRUE
92 2000 0.561904761904762 0 1.91133333333333 1UUU TRUE
93 3000 0.580952380952381 0 1.91133333333333 1UUU TRUE
94 4000 0.542857142857143 0 1.91133333333333 1UUU TRUE
95 5000 0.580952380952381 0 1.91133333333333 1UUU TRUE
96 6000 0.523809523809524 0 1.91133333333333 1UUU TRUE
97 7000 0.542857142857143 0 1.91133333333333 1UUU TRUE
