iters cors rmsds mean_rmsd id
91 1000 0.638095238095238 0 1.91133333333333 1UUU
92 2000 0.561904761904762 0 1.91133333333333 1UUU
93 3000 0.580952380952381 0 1.91133333333333 1UUU
94 4000 0.542857142857143 0 1.91133333333333 1UUU
95 5000 0.580952380952381 0 1.91133333333333 1UUU
96 6000 0.523809523809524 0 1.91133333333333 1UUU
97 7000 0.542857142857143 0 1.91133333333333 1UUU
98 8000 0.523809523809524 0 1.91133333333333 1UUU
99 9000 0.523809523809524 0 1.91133333333333 1UUU
100 10000 0.542857142857143 0 1.91133333333333 1UUU
311 1000 0.352380952380952 1.253 3.77133333333333 1PJY
312 2000 0.257142857142857 1.253 2.074 1PJY
313 3000 0.428571428571429 1.253 2.074 1PJY
314 4000 0.390476190476191 1.253 3.77133333333333 1PJY
315 5000 0.390476190476191 1.253 3.77133333333333 1PJY
316 6000 0.314285714285714 1.253 3.77133333333333 1PJY
317 7000 0.333333333333333 1.253 3.77133333333333 1PJY
318 8000 0.333333333333333 1.253 3.77133333333333 1PJY
319 9000 0.314285714285714 1.253 3.77133333333333 1PJY
320 10000 0.352380952380952 1.253 3.77133333333333 1PJY
361 1000 0.466666666666667 5.738 4.30566666666667 1R7W
362 2000 0.504761904761905 5.738 4.30566666666667 1R7W
363 3000 0.523809523809524 5.738 4.30566666666667 1R7W
364 4000 0.504761904761905 5.738 4.30566666666667 1R7W
365 5000 0.485714285714286 5.738 4.30566666666667 1R7W
366 6000 0.504761904761905 5.738 4.30566666666667 1R7W
367 7000 0.504761904761905 5.738 4.30566666666667 1R7W
368 8000 0.485714285714286 5.738 4.30566666666667 1R7W
369 9000 0.485714285714286 5.738 4.30566666666667 1R7W
370 10000 0.504761904761905 5.738 4.30566666666667 1R7W
401 1000 0.238095238095238 0 1.72866666666667 1LC6
402 2000 0.180952380952381 4.473 3.21966666666667 1LC6
403 3000 0.2 2.963 4.19933333333333 1LC6
404 4000 0.257142857142857 5.938 3.708 1LC6
405 5000 0.238095238095238 5.938 3.708 1LC6
406 6000 0.238095238095238 5.938 3.708 1LC6
407 7000 0.161904761904762 5.938 3.708 1LC6
408 8000 0.238095238095238 5.938 3.708 1LC6
409 9000 0.219047619047619 2.963 2.222 1LC6
410 10000 0.238095238095238 2.223 2.222 1LC6
461 1000 0.390476190476191 4.11 4.40666666666667 1LDZ
462 2000 0.371428571428571 4.11 3.305 1LDZ
463 3000 0.428571428571429 4.11 3.305 1LDZ
464 4000 0.447619047619048 4.11 3.305 1LDZ
465 5000 0.447619047619048 4.11 3.305 1LDZ
466 6000 0.428571428571429 4.11 3.305 1LDZ
467 7000 0.40952380952381 4.11 3.84833333333333 1LDZ
468 8000 0.428571428571429 4.11 3.305 1LDZ
469 9000 0.371428571428571 4.11 3.305 1LDZ
470 10000 0.371428571428571 4.11 3.305 1LDZ
471 1000 -0.0666666666666667 7.26 5.57 2LDL
472 2000 -0.123809523809524 7.26 5.57 2LDL
473 3000 -0.104761904761905 7.26 8.47866666666667 2LDL
474 4000 -0.0857142857142857 7.26 7.503 2LDL
475 5000 -0.0285714285714286 7.26 7.503 2LDL
476 6000 -0.0285714285714286 7.26 7.503 2LDL
477 7000 -0.00952380952380952 5.096 7.503 2LDL
478 8000 -0.0285714285714286 7.26 6.793 2LDL
479 9000 0.00952380952380952 5.096 7.503 2LDL
480 10000 -0.0285714285714286 7.26 7.503 2LDL
491 1000 0.180952380952381 2.148 4.30233333333333 1NC0
492 2000 0.180952380952381 5.03 4.30233333333333 1NC0
493 3000 0.238095238095238 5.03 4.30233333333333 1NC0
494 4000 0.238095238095238 5.03 4.30233333333333 1NC0
495 5000 0.2 5.03 4.30233333333333 1NC0
496 6000 0.180952380952381 5.03 5.027 1NC0
497 7000 0.161904761904762 5.03 5.027 1NC0
498 8000 0.180952380952381 5.03 4.30233333333333 1NC0
499 9000 0.238095238095238 5.03 4.30233333333333 1NC0
500 10000 0.2 5.03 4.30233333333333 1NC0
511 1000 0.466666666666667 4.796 2.73866666666667 1OW9
512 2000 0.542857142857143 3.42 2.73866666666667 1OW9
513 3000 0.580952380952381 0 2.73866666666667 1OW9
514 4000 0.523809523809524 3.42 2.73866666666667 1OW9
515 5000 0.523809523809524 3.42 2.73866666666667 1OW9
516 6000 0.504761904761905 3.42 2.73866666666667 1OW9
517 7000 0.447619047619048 3.42 2.73866666666667 1OW9
518 8000 0.466666666666667 3.42 2.73866666666667 1OW9
519 9000 0.390476190476191 4.796 2.73866666666667 1OW9
520 10000 0.428571428571429 3.42 2.73866666666667 1OW9
521 1000 0.295238095238095 3.856 4.11433333333333 1YSV
522 2000 0.295238095238095 3.856 4.11433333333333 1YSV
523 3000 0.371428571428571 3.856 2.826 1YSV
524 4000 0.371428571428571 3.856 2.826 1YSV
525 5000 0.352380952380952 3.856 2.826 1YSV
526 6000 0.314285714285714 3.856 2.826 1YSV
527 7000 0.276190476190476 3.856 4.631 1YSV
528 8000 0.295238095238095 3.856 4.11433333333333 1YSV
529 9000 0.314285714285714 3.856 4.11433333333333 1YSV
530 10000 0.314285714285714 3.856 4.11433333333333 1YSV
531 1000 0.561904761904762 1.013 0.506333333333333 2KOC
532 2000 0.6 1.013 0.506333333333333 2KOC
533 3000 0.6 1.013 0.506333333333333 2KOC
534 4000 0.580952380952381 1.013 0.506333333333333 2KOC
535 5000 0.580952380952381 1.013 0.506333333333333 2KOC
536 6000 0.580952380952381 1.013 0.506333333333333 2KOC
537 7000 0.580952380952381 1.013 0.506333333333333 2KOC
538 8000 0.580952380952381 1.013 0.506333333333333 2KOC
539 9000 0.580952380952381 1.013 0.506333333333333 2KOC
540 10000 0.561904761904762 1.013 0.506333333333333 2KOC
571 1000 -0.180952380952381 0 5.11266666666667 1Z2J
572 2000 -0.0857142857142857 0 7.44233333333333 1Z2J
573 3000 -0.180952380952381 8.113 11.5056666666667 1Z2J
574 4000 -0.180952380952381 8.113 11.5056666666667 1Z2J
575 5000 0.0857142857142857 0 7.44233333333333 1Z2J
576 6000 -0.40952380952381 8.113 11.5056666666667 1Z2J
577 7000 -0.2 0 7.44233333333333 1Z2J
578 8000 0.0666666666666667 0 3.04533333333333 1Z2J
579 9000 0.00952380952380952 0 3.04533333333333 1Z2J
580 10000 0.0476190476190476 0 3.04533333333333 1Z2J
581 1000 0.494505494505495 5.53 4.29333333333333 2L3E
582 2000 0.538461538461538 5.53 3.75333333333333 2L3E
583 3000 0.538461538461538 5.53 4.73833333333333 2L3E
584 4000 0.56043956043956 5.53 3.75333333333333 2L3E
585 5000 0.538461538461538 5.53 4.73833333333333 2L3E
586 6000 0.450549450549451 5.53 6.02166666666667 2L3E
587 7000 0.494505494505495 5.53 4.73833333333333 2L3E
588 8000 0.494505494505495 5.53 5.02166666666667 2L3E
589 9000 0.494505494505495 5.53 5.02166666666667 2L3E
590 10000 0.56043956043956 5.53 4.73833333333333 2L3E
