iters cors rmsds mean_rmsd id status
1 1000 0.561904761904762 0 0.955 1ZC5 TRUE
2 2000 0.6 1.013 0.955 1ZC5 TRUE
3 3000 0.523809523809524 0 0.955 1ZC5 TRUE
4 4000 0.542857142857143 0 0.955 1ZC5 TRUE
5 5000 0.40952380952381 0 2.50666666666667 1ZC5 TRUE
6 6000 0.542857142857143 1.013 0.955 1ZC5 TRUE
7 7000 0.466666666666667 1.013 2.50666666666667 1ZC5 TRUE
8 8000 0.485714285714286 1.013 0.955 1ZC5 TRUE
9 9000 0.523809523809524 1.013 0.955 1ZC5 TRUE
10 10000 0.580952380952381 1.013 2.209 1ZC5 TRUE
11 1000 0.56043956043956 1.78 1.45633333333333 2LUN TRUE
12 2000 0.538461538461538 2.589 2.62566666666667 2LUN TRUE
13 3000 0.494505494505495 1.78 3.79266666666667 2LUN TRUE
14 4000 0.340659340659341 1.78 3.79266666666667 2LUN TRUE
15 5000 0.56043956043956 2.589 3.79266666666667 2LUN TRUE
16 6000 0.472527472527473 2.589 1.45633333333333 2LUN TRUE
17 7000 0.494505494505495 2.589 4.34866666666667 2LUN TRUE
18 8000 0.516483516483517 2.589 1.45633333333333 2LUN TRUE
19 9000 0.516483516483517 2.589 4.07 2LUN TRUE
20 10000 0.516483516483517 2.589 4.34866666666667 2LUN TRUE
21 1000 0.128205128205128 3.916 1.78666666666667 2M4W FALSE
22 2000 0.153846153846154 3.916 2.588 2M4W FALSE
23 3000 0.0769230769230769 3.916 4.318 2M4W FALSE
24 4000 0.0512820512820513 3.916 2.74766666666667 2M4W FALSE
25 5000 0.128205128205128 3.916 2.74766666666667 2M4W FALSE
26 6000 0.102564102564103 3.916 4.47833333333333 2M4W FALSE
27 7000 0.179487179487179 3.916 2.74766666666667 2M4W FALSE
28 8000 0.102564102564103 3.916 2.74766666666667 2M4W FALSE
29 9000 0.128205128205128 3.916 2.74766666666667 2M4W FALSE
30 10000 0.153846153846154 3.916 2.588 2M4W FALSE
31 1000 -0.230769230769231 6.611 4.91666666666667 2MNC FALSE
32 2000 0 3.046 4.59133333333333 2MNC FALSE
33 3000 0.0989010989010989 3.046 2.713 2MNC FALSE
34 4000 0 5.093 3.39033333333333 2MNC FALSE
35 5000 -0.120879120879121 5.093 2.713 2MNC FALSE
36 6000 -0.032967032967033 5.093 2.713 2MNC FALSE
37 7000 0 5.093 2.713 2MNC FALSE
38 8000 -0.0883991392175728 5.093 2.713 2MNC FALSE
39 9000 -0.186813186813187 5.093 4.91666666666667 2MNC FALSE
40 10000 -0.230769230769231 5.093 4.91666666666667 2MNC FALSE
41 1000 0.714285714285714 3.122 2.403 2N6T FALSE
42 2000 0.638095238095238 3.122 1.55033333333333 2N6T FALSE
43 3000 0.695238095238095 0 2.403 2N6T TRUE
44 4000 0.695238095238095 3.122 1.55033333333333 2N6T FALSE
45 5000 0.714285714285714 3.122 1.55033333333333 2N6T FALSE
46 6000 0.714285714285714 0 1.55033333333333 2N6T TRUE
47 7000 0.638095238095238 0 1.55033333333333 2N6T TRUE
48 8000 0.676190476190476 0 1.55033333333333 2N6T TRUE
49 9000 0.657142857142857 0 1.55033333333333 2N6T TRUE
50 10000 0.657142857142857 0 1.55033333333333 2N6T TRUE
51 1000 0.657142857142857 0 1.66833333333333 2M5U TRUE
52 2000 0.638095238095238 4.358 1.66833333333333 2M5U FALSE
53 3000 0.523809523809524 4.358 1.66833333333333 2M5U FALSE
54 4000 0.542857142857143 4.358 2.49133333333333 2M5U FALSE
55 5000 0.580952380952381 3.116 2.49133333333333 2M5U FALSE
56 6000 0.580952380952381 3.116 2.49133333333333 2M5U FALSE
57 7000 0.561904761904762 4.358 2.707 2M5U FALSE
58 8000 0.523809523809524 4.358 2.707 2M5U FALSE
59 9000 0.504761904761905 4.358 2.49133333333333 2M5U FALSE
60 10000 0.542857142857143 4.358 2.707 2M5U FALSE
61 1000 0.504761904761905 3.024 2.42033333333333 2MXL FALSE
62 2000 0.612447201880762 3.024 2.42033333333333 2MXL FALSE
63 3000 0.676190476190476 3.024 2.42033333333333 2MXL FALSE
64 4000 0.657142857142857 3.024 2.42033333333333 2MXL FALSE
65 5000 0.6 3.024 2.95433333333333 2MXL FALSE
66 6000 0.542857142857143 3.024 2.95433333333333 2MXL FALSE
67 7000 0.485714285714286 3.024 2.70066666666667 2MXL FALSE
68 8000 0.485714285714286 3.024 2.95433333333333 2MXL FALSE
69 9000 0.504761904761905 3.024 3.606 2MXL FALSE
70 10000 0.6 3.024 2.42033333333333 2MXL FALSE
71 1000 0.497613351528119 2.836 7.616 2N6W TRUE
72 2000 0.447619047619048 8.621 7.616 2N6W FALSE
73 3000 0.504761904761905 8.621 5.98633333333333 2N6W FALSE
74 4000 0.485714285714286 2.836 7.616 2N6W TRUE
75 5000 0.580952380952381 2.836 7.616 2N6W TRUE
76 6000 0.504761904761905 8.621 7.616 2N6W FALSE
77 7000 0.580952380952381 2.836 5.98633333333333 2N6W TRUE
78 8000 0.542857142857143 2.836 5.98633333333333 2N6W TRUE
79 9000 0.485714285714286 2.836 7.616 2N6W TRUE
80 10000 0.485714285714286 2.836 5.98633333333333 2N6W TRUE
81 1000 0.604395604395604 5.094 2.591 2NCI FALSE
82 2000 0.626373626373626 0.967 1.719 2NCI TRUE
83 3000 0.538461538461538 0.967 2.02033333333333 2NCI TRUE
84 4000 0.516483516483517 0.967 2.84633333333333 2NCI TRUE
85 5000 0.56043956043956 2.478 1.14833333333333 2NCI TRUE
86 6000 0.67032967032967 0 2.02033333333333 2NCI TRUE
87 7000 0.582417582417582 0.967 2.02033333333333 2NCI TRUE
88 8000 0.626373626373626 0.967 1.14833333333333 2NCI TRUE
89 9000 0.626373626373626 0.967 1.719 2NCI TRUE
90 10000 0.582417582417582 0.967 1.719 2NCI TRUE
91 1000 0.561904761904762 0 1.28633333333333 1UUU TRUE
92 2000 0.523809523809524 0 1.28633333333333 1UUU TRUE
93 3000 0.523809523809524 0 1.28633333333333 1UUU TRUE
94 4000 0.542857142857143 0 1.28633333333333 1UUU TRUE
95 5000 0.561904761904762 0 1.28633333333333 1UUU TRUE
96 6000 0.504761904761905 0 1.28633333333333 1UUU TRUE
97 7000 0.542857142857143 0 1.28633333333333 1UUU TRUE
98 8000 0.523809523809524 0 1.28633333333333 1UUU TRUE
99 9000 0.504761904761905 0 1.459 1UUU TRUE
100 10000 0.523809523809524 0 1.28633333333333 1UUU TRUE
101 1000 0.390476190476191 0.96 3.69066666666667 2JWV TRUE
102 2000 0.390476190476191 0 3.69066666666667 2JWV TRUE
103 3000 0.333333333333333 0 3.69066666666667 2JWV TRUE
104 4000 0.276190476190476 0.96 3.69066666666667 2JWV TRUE
105 5000 0.352380952380952 0.96 3.69066666666667 2JWV TRUE
106 6000 0.371428571428571 0 3.69066666666667 2JWV TRUE
107 7000 0.295238095238095 0 3.69066666666667 2JWV TRUE
108 8000 0.371428571428571 0 3.69066666666667 2JWV TRUE
109 9000 0.371428571428571 0 3.69066666666667 2JWV TRUE
110 10000 0.40952380952381 0 3.69066666666667 2JWV TRUE
111 1000 0.314285714285714 0 3.12233333333333 2M12 TRUE
112 2000 0.219047619047619 3.663 3.59866666666667 2M12 FALSE
113 3000 0.371428571428571 0 1.554 2M12 TRUE
114 4000 0.314285714285714 7.133 2.71066666666667 2M12 FALSE
115 5000 0.295238095238095 0 3.59866666666667 2M12 TRUE
116 6000 0.371428571428571 0 1.554 2M12 TRUE
117 7000 0.390476190476191 0 1.554 2M12 TRUE
118 8000 0.447619047619048 0 1.554 2M12 TRUE
119 9000 0.440196426351798 0 1.554 2M12 TRUE
120 10000 0.390476190476191 0 1.554 2M12 TRUE
121 1000 0.345454545454545 2.566 5.13766666666667 2M8K TRUE
122 2000 0.454545454545455 2.566 5.13766666666667 2M8K TRUE
123 3000 0.490909090909091 2.566 5.13766666666667 2M8K TRUE
124 4000 0.563636363636364 2.566 5.13766666666667 2M8K TRUE
125 5000 0.563636363636364 2.566 5.13766666666667 2M8K TRUE
126 6000 0.454545454545455 2.566 5.13766666666667 2M8K TRUE
127 7000 0.6 2.566 1.298 2M8K TRUE
128 8000 0.490909090909091 2.566 4.496 2M8K TRUE
129 9000 0.563636363636364 2.566 1.298 2M8K TRUE
130 10000 0.490909090909091 2.566 5.13766666666667 2M8K TRUE
131 1000 0.657142857142857 1.535 2.371 2N2O TRUE
132 2000 0.714285714285714 1.23 1.64066666666667 2N2O TRUE
133 3000 0.6 1.23 2.371 2N2O TRUE
134 4000 0.561904761904762 1.535 2.371 2N2O TRUE
135 5000 0.638095238095238 1.23 2.57833333333333 2N2O TRUE
136 6000 0.676190476190476 1.23 1.64066666666667 2N2O TRUE
137 7000 0.752380952380952 1.23 1.68233333333333 2N2O TRUE
138 8000 0.676190476190476 4.348 3.13166666666667 2N2O FALSE
139 9000 0.6 1.23 3.13166666666667 2N2O TRUE
140 10000 0.561904761904762 3.817 2.40133333333333 2N2O FALSE
141 1000 0.504761904761905 4.42 4.382 2N6X FALSE
142 2000 0.542857142857143 4.42 3.76766666666667 2N6X FALSE
143 3000 0.542857142857143 4.42 3.76766666666667 2N6X FALSE
144 4000 0.504761904761905 4.42 4.70466666666667 2N6X FALSE
145 5000 0.542857142857143 4.42 3.76766666666667 2N6X FALSE
146 6000 0.523809523809524 4.42 4.70466666666667 2N6X FALSE
147 7000 0.523809523809524 4.42 3.76766666666667 2N6X FALSE
148 8000 0.542857142857143 4.42 3.76766666666667 2N6X FALSE
149 9000 0.561904761904762 4.42 3.76766666666667 2N6X FALSE
150 10000 0.504761904761905 4.42 3.76766666666667 2N6X FALSE
151 1000 0.523809523809524 4.134 1.656 2QH2 FALSE
152 2000 0.504761904761905 4.134 3.294 2QH2 FALSE
153 3000 0.504761904761905 4.134 3.294 2QH2 FALSE
154 4000 0.580952380952381 0.834 3.294 2QH2 TRUE
155 5000 0.504761904761905 4.134 3.294 2QH2 FALSE
156 6000 0.485714285714286 4.134 3.294 2QH2 FALSE
157 7000 0.580952380952381 4.134 3.294 2QH2 FALSE
158 8000 0.504761904761905 4.134 3.294 2QH2 FALSE
159 9000 0.485714285714286 4.134 3.294 2QH2 FALSE
160 10000 0.447619047619048 4.134 3.294 2QH2 FALSE
161 1000 0.238095238095238 1.951 7.02866666666667 5A17 TRUE
162 2000 0.314285714285714 1.951 5.235 5A17 TRUE
163 3000 0.257142857142857 1.951 5.61033333333333 5A17 TRUE
164 4000 0.276190476190476 1.951 5.235 5A17 TRUE
