iters cors rmsds mean_rmsd id
91 1000 0.523809523809524 0 0.869333333333333 1UUU
92 2000 0.6 0 0.869333333333333 1UUU
93 3000 0.619047619047619 0 0.869333333333333 1UUU
94 4000 0.6 0 0.869333333333333 1UUU
95 5000 0.619047619047619 0 0.869333333333333 1UUU
96 6000 0.580952380952381 0 0.869333333333333 1UUU
97 7000 0.6 0 0.869333333333333 1UUU
98 8000 0.619047619047619 0 0.662 1UUU
99 9000 0.638095238095238 0 0.662 1UUU
100 10000 0.638095238095238 0 0.662 1UUU
311 1000 0.485714285714286 0 1.546 1PJY
312 2000 0.485714285714286 0 1.546 1PJY
313 3000 0.466666666666667 3.721 1.546 1PJY
314 4000 0.485714285714286 0 1.546 1PJY
315 5000 0.485714285714286 0 1.546 1PJY
316 6000 0.485714285714286 0 1.546 1PJY
317 7000 0.466666666666667 0 1.546 1PJY
318 8000 0.466666666666667 0 1.546 1PJY
319 9000 0.504761904761905 0 1.546 1PJY
320 10000 0.485714285714286 0 1.546 1PJY
361 1000 0.561904761904762 7.179 2.73933333333333 1R7W
362 2000 0.561904761904762 7.179 2.73933333333333 1R7W
363 3000 0.561904761904762 7.179 2.73933333333333 1R7W
364 4000 0.504761904761905 7.179 2.73933333333333 1R7W
365 5000 0.485714285714286 7.179 2.73933333333333 1R7W
366 6000 0.485714285714286 7.179 2.73933333333333 1R7W
367 7000 0.561904761904762 7.179 2.73933333333333 1R7W
368 8000 0.619047619047619 7.179 2.73933333333333 1R7W
369 9000 0.638095238095238 7.179 2.73933333333333 1R7W
370 10000 0.619047619047619 7.179 2.73933333333333 1R7W
401 1000 -0.0476190476190476 8.155 3.21166666666667 1LC6
402 2000 0.0666666666666667 1.48 1.98433333333333 1LC6
403 3000 0.0285714285714286 8.155 3.21166666666667 1LC6
404 4000 -0.0666666666666667 5.938 5.191 1LC6
405 5000 0.00952380952380952 5.938 4.69766666666667 1LC6
406 6000 0.0285714285714286 5.938 5.191 1LC6
407 7000 0.0666666666666667 8.155 4.69766666666667 1LC6
408 8000 0.123809523809524 5.938 2.47266666666667 1LC6
409 9000 0.0666666666666667 1.48 4.45733333333333 1LC6
410 10000 -0.00952380952380952 8.155 4.70266666666667 1LC6
461 1000 0.714285714285714 2.446 2.18533333333333 1LDZ
462 2000 0.695238095238095 0 2.18533333333333 1LDZ
463 3000 0.695238095238095 0 2.18533333333333 1LDZ
464 4000 0.714285714285714 0 2.18533333333333 1LDZ
465 5000 0.695238095238095 0 2.18533333333333 1LDZ
466 6000 0.676190476190476 0 2.18533333333333 1LDZ
467 7000 0.676190476190476 0 2.18533333333333 1LDZ
468 8000 0.695238095238095 0 2.18533333333333 1LDZ
469 9000 0.676190476190476 0 2.18533333333333 1LDZ
