"model","nuc","r","rsquare","RMSE","MAE"
1,"C","0.998981341253122","0.997963720171886","1.17097670372982","0.728813559322033"
2,"C","0.998444224161994","0.996890868762446","1.43030161569664","0.786440677966102"
3,"C","0.998029894794977","0.996063670904473","1.59357821440422","0.916949152542375"
4,"C","0.998425683420901","0.996853845314494","1.43077553937289","0.871186440677966"
5,"C","0.998809778638722","0.997620973904333","1.25751975420007","0.769491525423729"
6,"C","0.997207020824586","0.994421842381846","1.89414799056713","1.20677966101695"
7,"C","0.998187080276418","0.996377447230761","1.53208620370827","0.828813559322033"
8,"C","0.998158137584918","0.996319667626992","1.5314222922787","0.988135593220339"
9,"C","0.998479911087338","0.996962132844979","1.39283882771841","0.854237288135593"
10,"C","0.998388482863577","0.996779562714635","1.44304292429433","0.884745762711863"
11,"C","0.998295210075515","0.996593326459717","1.49853035349271","0.940677966101695"
